,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
219328,1898-07-01,27.317,0.7929999999999999,Taipei,Taiwan,24.92N,122.36E
219329,1898-08-01,27.018,0.688,Taipei,Taiwan,24.92N,122.36E
219330,1898-09-01,26.033,0.376,Taipei,Taiwan,24.92N,122.36E
219331,1898-10-01,23.59800000000001,0.509,Taipei,Taiwan,24.92N,122.36E
219332,1898-11-01,21.673,0.5770000000000001,Taipei,Taiwan,24.92N,122.36E
219333,1898-12-01,17.226000000000006,0.647,Taipei,Taiwan,24.92N,122.36E
219334,1899-01-01,16.255,0.685,Taipei,Taiwan,24.92N,122.36E
219335,1899-02-01,15.935999999999998,0.706,Taipei,Taiwan,24.92N,122.36E
219336,1899-03-01,17.43,0.708,Taipei,Taiwan,24.92N,122.36E
219337,1899-04-01,20.414,0.8370000000000001,Taipei,Taiwan,24.92N,122.36E
219338,1899-05-01,22.976,0.402,Taipei,Taiwan,24.92N,122.36E
219339,1899-06-01,25.154,0.476,Taipei,Taiwan,24.92N,122.36E
219340,1899-07-01,27.702,0.405,Taipei,Taiwan,24.92N,122.36E
219341,1899-08-01,27.086,0.344,Taipei,Taiwan,24.92N,122.36E
219342,1899-09-01,25.543000000000003,0.89,Taipei,Taiwan,24.92N,122.36E
219343,1899-10-01,22.124,0.498,Taipei,Taiwan,24.92N,122.36E
219344,1899-11-01,20.11,0.468,Taipei,Taiwan,24.92N,122.36E
219345,1899-12-01,20.022,0.308,Taipei,Taiwan,24.92N,122.36E
219346,1900-01-01,16.276,0.6970000000000001,Taipei,Taiwan,24.92N,122.36E
219347,1900-02-01,15.637999999999998,0.613,Taipei,Taiwan,24.92N,122.36E
219348,1900-03-01,17.307000000000002,0.736,Taipei,Taiwan,24.92N,122.36E
219349,1900-04-01,21.405,0.388,Taipei,Taiwan,24.92N,122.36E
219350,1900-05-01,23.591,0.285,Taipei,Taiwan,24.92N,122.36E
219351,1900-06-01,25.364,0.585,Taipei,Taiwan,24.92N,122.36E
219352,1900-07-01,27.647,0.809,Taipei,Taiwan,24.92N,122.36E
219353,1900-08-01,27.78700000000001,0.462,Taipei,Taiwan,24.92N,122.36E
219354,1900-09-01,25.855,0.8340000000000001,Taipei,Taiwan,24.92N,122.36E
219355,1900-10-01,24.015,0.6609999999999999,Taipei,Taiwan,24.92N,122.36E
219356,1900-11-01,21.205,0.388,Taipei,Taiwan,24.92N,122.36E
219357,1900-12-01,18.693,0.54,Taipei,Taiwan,24.92N,122.36E
219358,1901-01-01,18.6,0.523,Taipei,Taiwan,24.92N,122.36E
219359,1901-02-01,12.841,0.557,Taipei,Taiwan,24.92N,122.36E
219360,1901-03-01,17.282,0.397,Taipei,Taiwan,24.92N,122.36E
219361,1901-04-01,21.345,0.402,Taipei,Taiwan,24.92N,122.36E
219362,1901-05-01,23.299,0.422,Taipei,Taiwan,24.92N,122.36E
219363,1901-06-01,25.473000000000003,0.377,Taipei,Taiwan,24.92N,122.36E
219364,1901-07-01,27.436,0.679,Taipei,Taiwan,24.92N,122.36E
219365,1901-08-01,26.713,0.627,Taipei,Taiwan,24.92N,122.36E
219366,1901-09-01,24.975,0.7190000000000001,Taipei,Taiwan,24.92N,122.36E
219367,1901-10-01,23.135,0.473,Taipei,Taiwan,24.92N,122.36E
219368,1901-11-01,20.22300000000001,0.501,Taipei,Taiwan,24.92N,122.36E
219369,1901-12-01,17.342000000000002,0.401,Taipei,Taiwan,24.92N,122.36E
219370,1902-01-01,17.392,0.726,Taipei,Taiwan,24.92N,122.36E
219371,1902-02-01,14.954999999999998,0.376,Taipei,Taiwan,24.92N,122.36E
219372,1902-03-01,19.435,0.385,Taipei,Taiwan,24.92N,122.36E
219373,1902-04-01,21.297,0.306,Taipei,Taiwan,24.92N,122.36E
219374,1902-05-01,23.989,0.389,Taipei,Taiwan,24.92N,122.36E
219375,1902-06-01,25.459,0.426,Taipei,Taiwan,24.92N,122.36E
219376,1902-07-01,27.433000000000003,0.495,Taipei,Taiwan,24.92N,122.36E
219377,1902-08-01,27.352,0.535,Taipei,Taiwan,24.92N,122.36E
219378,1902-09-01,24.843000000000004,0.501,Taipei,Taiwan,24.92N,122.36E
219379,1902-10-01,22.883000000000006,0.382,Taipei,Taiwan,24.92N,122.36E
219380,1902-11-01,22.293000000000006,0.326,Taipei,Taiwan,24.92N,122.36E
219381,1902-12-01,18.676,0.7290000000000001,Taipei,Taiwan,24.92N,122.36E
219382,1903-01-01,15.868999999999998,0.67,Taipei,Taiwan,24.92N,122.36E
219383,1903-02-01,15.229,0.504,Taipei,Taiwan,24.92N,122.36E
219384,1903-03-01,19.138,0.58,Taipei,Taiwan,24.92N,122.36E
219385,1903-04-01,21.106,0.614,Taipei,Taiwan,24.92N,122.36E
219386,1903-05-01,22.893,0.293,Taipei,Taiwan,24.92N,122.36E
219387,1903-06-01,25.402,0.505,Taipei,Taiwan,24.92N,122.36E
219388,1903-07-01,27.261000000000006,0.5870000000000001,Taipei,Taiwan,24.92N,122.36E
219389,1903-08-01,26.586,0.6779999999999999,Taipei,Taiwan,24.92N,122.36E
219390,1903-09-01,26.032,0.335,Taipei,Taiwan,24.92N,122.36E
219391,1903-10-01,23.69100000000001,0.516,Taipei,Taiwan,24.92N,122.36E
219392,1903-11-01,19.897,0.455,Taipei,Taiwan,24.92N,122.36E
219393,1903-12-01,17.095000000000002,0.439,Taipei,Taiwan,24.92N,122.36E
219394,1904-01-01,16.313,0.5529999999999999,Taipei,Taiwan,24.92N,122.36E
219395,1904-02-01,17.018,0.556,Taipei,Taiwan,24.92N,122.36E
219396,1904-03-01,17.409000000000002,0.36,Taipei,Taiwan,24.92N,122.36E
219397,1904-04-01,21.143,0.236,Taipei,Taiwan,24.92N,122.36E
219398,1904-05-01,22.89,0.442,Taipei,Taiwan,24.92N,122.36E
219399,1904-06-01,25.361,0.389,Taipei,Taiwan,24.92N,122.36E
219400,1904-07-01,26.112,0.434,Taipei,Taiwan,24.92N,122.36E
219401,1904-08-01,26.418000000000006,0.503,Taipei,Taiwan,24.92N,122.36E
219402,1904-09-01,25.935,0.202,Taipei,Taiwan,24.92N,122.36E
219403,1904-10-01,23.689,0.207,Taipei,Taiwan,24.92N,122.36E
219404,1904-11-01,19.959,0.282,Taipei,Taiwan,24.92N,122.36E
219405,1904-12-01,16.646,0.434,Taipei,Taiwan,24.92N,122.36E
219406,1905-01-01,18.292,0.631,Taipei,Taiwan,24.92N,122.36E
219407,1905-02-01,14.730999999999998,0.468,Taipei,Taiwan,24.92N,122.36E
219408,1905-03-01,16.924,0.467,Taipei,Taiwan,24.92N,122.36E
219409,1905-04-01,19.157,0.356,Taipei,Taiwan,24.92N,122.36E
219410,1905-05-01,23.953000000000003,0.377,Taipei,Taiwan,24.92N,122.36E
219411,1905-06-01,26.047,0.357,Taipei,Taiwan,24.92N,122.36E
219412,1905-07-01,27.428,0.285,Taipei,Taiwan,24.92N,122.36E
219413,1905-08-01,27.524,0.192,Taipei,Taiwan,24.92N,122.36E
219414,1905-09-01,26.328000000000003,0.1689999999999999,Taipei,Taiwan,24.92N,122.36E
219415,1905-10-01,23.577,0.275,Taipei,Taiwan,24.92N,122.36E
219416,1905-11-01,20.353,0.54,Taipei,Taiwan,24.92N,122.36E
219417,1905-12-01,19.457,0.44,Taipei,Taiwan,24.92N,122.36E
219418,1906-01-01,16.316,0.527,Taipei,Taiwan,24.92N,122.36E
219419,1906-02-01,16.407999999999998,0.722,Taipei,Taiwan,24.92N,122.36E
219420,1906-03-01,17.012,0.277,Taipei,Taiwan,24.92N,122.36E
219421,1906-04-01,21.076,0.531,Taipei,Taiwan,24.92N,122.36E
219422,1906-05-01,24.302,0.6609999999999999,Taipei,Taiwan,24.92N,122.36E
219423,1906-06-01,27.235,0.465,Taipei,Taiwan,24.92N,122.36E
219424,1906-07-01,27.709,0.325,Taipei,Taiwan,24.92N,122.36E
219425,1906-08-01,28.108,0.304,Taipei,Taiwan,24.92N,122.36E
219426,1906-09-01,27.263,0.334,Taipei,Taiwan,24.92N,122.36E
219427,1906-10-01,23.07,0.347,Taipei,Taiwan,24.92N,122.36E
219428,1906-11-01,20.165000000000006,0.237,Taipei,Taiwan,24.92N,122.36E
219429,1906-12-01,18.173,0.565,Taipei,Taiwan,24.92N,122.36E
219430,1907-01-01,17.168999999999997,0.265,Taipei,Taiwan,24.92N,122.36E
219431,1907-02-01,15.476,0.319,Taipei,Taiwan,24.92N,122.36E
219432,1907-03-01,17.657999999999994,0.429,Taipei,Taiwan,24.92N,122.36E
219433,1907-04-01,19.748,0.273,Taipei,Taiwan,24.92N,122.36E
219434,1907-05-01,22.498,0.354,Taipei,Taiwan,24.92N,122.36E
219435,1907-06-01,24.914,0.311,Taipei,Taiwan,24.92N,122.36E
219436,1907-07-01,26.704,0.206,Taipei,Taiwan,24.92N,122.36E
219437,1907-08-01,27.739,0.327,Taipei,Taiwan,24.92N,122.36E
219438,1907-09-01,26.094,0.217,Taipei,Taiwan,24.92N,122.36E
219439,1907-10-01,24.986,0.448,Taipei,Taiwan,24.92N,122.36E
219440,1907-11-01,22.177,0.247,Taipei,Taiwan,24.92N,122.36E
219441,1907-12-01,17.703000000000007,0.478,Taipei,Taiwan,24.92N,122.36E
219442,1908-01-01,17.511,0.585,Taipei,Taiwan,24.92N,122.36E
219443,1908-02-01,16.05,0.455,Taipei,Taiwan,24.92N,122.36E
219444,1908-03-01,17.04,0.552,Taipei,Taiwan,24.92N,122.36E
219445,1908-04-01,19.873,0.252,Taipei,Taiwan,24.92N,122.36E
219446,1908-05-01,22.642,0.255,Taipei,Taiwan,24.92N,122.36E
219447,1908-06-01,25.604,0.347,Taipei,Taiwan,24.92N,122.36E
219448,1908-07-01,27.94100000000001,0.297,Taipei,Taiwan,24.92N,122.36E
219449,1908-08-01,26.8,0.414,Taipei,Taiwan,24.92N,122.36E
219450,1908-09-01,26.504,0.324,Taipei,Taiwan,24.92N,122.36E
219451,1908-10-01,24.498,0.291,Taipei,Taiwan,24.92N,122.36E
219452,1908-11-01,20.817,0.246,Taipei,Taiwan,24.92N,122.36E
219453,1908-12-01,19.364,0.633,Taipei,Taiwan,24.92N,122.36E
219454,1909-01-01,17.613999999999994,0.326,Taipei,Taiwan,24.92N,122.36E
219455,1909-02-01,16.823,0.281,Taipei,Taiwan,24.92N,122.36E
219456,1909-03-01,17.713,0.368,Taipei,Taiwan,24.92N,122.36E
219457,1909-04-01,20.226,0.495,Taipei,Taiwan,24.92N,122.36E
219458,1909-05-01,22.101,0.21,Taipei,Taiwan,24.92N,122.36E
219459,1909-06-01,26.881,0.328,Taipei,Taiwan,24.92N,122.36E
219460,1909-07-01,28.019,0.304,Taipei,Taiwan,24.92N,122.36E
219461,1909-08-01,28.036,0.27,Taipei,Taiwan,24.92N,122.36E
219462,1909-09-01,27.039,0.222,Taipei,Taiwan,24.92N,122.36E
219463,1909-10-01,24.722,0.411,Taipei,Taiwan,24.92N,122.36E
219464,1909-11-01,21.249,0.307,Taipei,Taiwan,24.92N,122.36E
219465,1909-12-01,17.873,0.356,Taipei,Taiwan,24.92N,122.36E
219466,1910-01-01,16.657999999999998,0.5489999999999999,Taipei,Taiwan,24.92N,122.36E
219467,1910-02-01,16.014,0.386,Taipei,Taiwan,24.92N,122.36E
219468,1910-03-01,17.904,0.229,Taipei,Taiwan,24.92N,122.36E
219469,1910-04-01,19.771,0.46,Taipei,Taiwan,24.92N,122.36E
219470,1910-05-01,23.283,0.275,Taipei,Taiwan,24.92N,122.36E
219471,1910-06-01,26.999,0.26,Taipei,Taiwan,24.92N,122.36E
219472,1910-07-01,28.03700000000001,0.133,Taipei,Taiwan,24.92N,122.36E
219473,1910-08-01,27.44400000000001,0.3229999999999999,Taipei,Taiwan,24.92N,122.36E
219474,1910-09-01,26.188,0.238,Taipei,Taiwan,24.92N,122.36E
219475,1910-10-01,22.703000000000003,0.285,Taipei,Taiwan,24.92N,122.36E
219476,1910-11-01,20.752,0.271,Taipei,Taiwan,24.92N,122.36E
219477,1910-12-01,17.360000000000007,0.371,Taipei,Taiwan,24.92N,122.36E
219478,1911-01-01,16.436999999999998,0.28,Taipei,Taiwan,24.92N,122.36E
219479,1911-02-01,16.833,0.395,Taipei,Taiwan,24.92N,122.36E
219480,1911-03-01,18.162,0.33,Taipei,Taiwan,24.92N,122.36E
219481,1911-04-01,20.086,0.298,Taipei,Taiwan,24.92N,122.36E
219482,1911-05-01,22.852,0.347,Taipei,Taiwan,24.92N,122.36E
219483,1911-06-01,27.319000000000003,0.394,Taipei,Taiwan,24.92N,122.36E
219484,1911-07-01,27.347,0.419,Taipei,Taiwan,24.92N,122.36E
219485,1911-08-01,26.9,0.213,Taipei,Taiwan,24.92N,122.36E
219486,1911-09-01,26.304,0.321,Taipei,Taiwan,24.92N,122.36E
219487,1911-10-01,22.198,0.254,Taipei,Taiwan,24.92N,122.36E
219488,1911-11-01,20.414,0.266,Taipei,Taiwan,24.92N,122.36E
219489,1911-12-01,19.169,0.512,Taipei,Taiwan,24.92N,122.36E
219490,1912-01-01,16.191999999999997,0.57,Taipei,Taiwan,24.92N,122.36E
219491,1912-02-01,17.131999999999998,0.602,Taipei,Taiwan,24.92N,122.36E
219492,1912-03-01,18.327,0.51,Taipei,Taiwan,24.92N,122.36E
219493,1912-04-01,21.118,0.348,Taipei,Taiwan,24.92N,122.36E
219494,1912-05-01,23.533,0.314,Taipei,Taiwan,24.92N,122.36E
219495,1912-06-01,25.55,0.259,Taipei,Taiwan,24.92N,122.36E
219496,1912-07-01,27.882,0.188,Taipei,Taiwan,24.92N,122.36E
219497,1912-08-01,27.006,0.321,Taipei,Taiwan,24.92N,122.36E
219498,1912-09-01,25.775,0.221,Taipei,Taiwan,24.92N,122.36E
219499,1912-10-01,22.895,0.324,Taipei,Taiwan,24.92N,122.36E
219500,1912-11-01,20.492,0.318,Taipei,Taiwan,24.92N,122.36E
219501,1912-12-01,18.438,0.284,Taipei,Taiwan,24.92N,122.36E
219502,1913-01-01,16.644000000000002,0.361,Taipei,Taiwan,24.92N,122.36E
219503,1913-02-01,16.612000000000002,0.386,Taipei,Taiwan,24.92N,122.36E
219504,1913-03-01,16.923,0.278,Taipei,Taiwan,24.92N,122.36E
219505,1913-04-01,21.465,0.29,Taipei,Taiwan,24.92N,122.36E
219506,1913-05-01,23.419,0.222,Taipei,Taiwan,24.92N,122.36E
219507,1913-06-01,26.777,0.403,Taipei,Taiwan,24.92N,122.36E
219508,1913-07-01,27.4,0.178,Taipei,Taiwan,24.92N,122.36E
219509,1913-08-01,27.725,0.337,Taipei,Taiwan,24.92N,122.36E
219510,1913-09-01,26.352,0.188,Taipei,Taiwan,24.92N,122.36E
219511,1913-10-01,22.8,0.312,Taipei,Taiwan,24.92N,122.36E
219512,1913-11-01,21.322000000000006,0.319,Taipei,Taiwan,24.92N,122.36E
219513,1913-12-01,17.195999999999998,0.307,Taipei,Taiwan,24.92N,122.36E
219514,1914-01-01,16.796999999999993,0.48,Taipei,Taiwan,24.92N,122.36E
219515,1914-02-01,16.891,0.287,Taipei,Taiwan,24.92N,122.36E
219516,1914-03-01,18.968,0.308,Taipei,Taiwan,24.92N,122.36E
219517,1914-04-01,20.883000000000003,0.371,Taipei,Taiwan,24.92N,122.36E
219518,1914-05-01,23.579,0.578,Taipei,Taiwan,24.92N,122.36E
219519,1914-06-01,25.948,0.225,Taipei,Taiwan,24.92N,122.36E
219520,1914-07-01,27.315,0.411,Taipei,Taiwan,24.92N,122.36E
219521,1914-08-01,27.446,0.325,Taipei,Taiwan,24.92N,122.36E
219522,1914-09-01,25.517,0.314,Taipei,Taiwan,24.92N,122.36E
219523,1914-10-01,23.947000000000006,0.248,Taipei,Taiwan,24.92N,122.36E
219524,1914-11-01,21.157,0.272,Taipei,Taiwan,24.92N,122.36E
219525,1914-12-01,18.897,0.327,Taipei,Taiwan,24.92N,122.36E
219526,1915-01-01,17.026999999999994,0.335,Taipei,Taiwan,24.92N,122.36E
219527,1915-02-01,17.464000000000002,0.431,Taipei,Taiwan,24.92N,122.36E
219528,1915-03-01,17.332,0.491,Taipei,Taiwan,24.92N,122.36E
219529,1915-04-01,21.448,0.277,Taipei,Taiwan,24.92N,122.36E
219530,1915-05-01,22.127,0.386,Taipei,Taiwan,24.92N,122.36E
219531,1915-06-01,26.435,0.216,Taipei,Taiwan,24.92N,122.36E
219532,1915-07-01,28.189,0.228,Taipei,Taiwan,24.92N,122.36E
219533,1915-08-01,28.183000000000003,0.368,Taipei,Taiwan,24.92N,122.36E
219534,1915-09-01,26.369,0.312,Taipei,Taiwan,24.92N,122.36E
219535,1915-10-01,25.439,0.143,Taipei,Taiwan,24.92N,122.36E
219536,1915-11-01,22.602,0.386,Taipei,Taiwan,24.92N,122.36E
219537,1915-12-01,18.623,0.223,Taipei,Taiwan,24.92N,122.36E
219538,1916-01-01,17.494,0.425,Taipei,Taiwan,24.92N,122.36E
219539,1916-02-01,16.817,0.513,Taipei,Taiwan,24.92N,122.36E
219540,1916-03-01,16.227999999999998,0.52,Taipei,Taiwan,24.92N,122.36E
219541,1916-04-01,21.104,0.284,Taipei,Taiwan,24.92N,122.36E
219542,1916-05-01,24.367,0.401,Taipei,Taiwan,24.92N,122.36E
219543,1916-06-01,26.324,0.17,Taipei,Taiwan,24.92N,122.36E
219544,1916-07-01,28.115,0.262,Taipei,Taiwan,24.92N,122.36E
219545,1916-08-01,27.16,0.286,Taipei,Taiwan,24.92N,122.36E
219546,1916-09-01,26.657,0.291,Taipei,Taiwan,24.92N,122.36E
219547,1916-10-01,23.533,0.277,Taipei,Taiwan,24.92N,122.36E
219548,1916-11-01,21.06600000000001,0.242,Taipei,Taiwan,24.92N,122.36E
219549,1916-12-01,18.392000000000003,0.396,Taipei,Taiwan,24.92N,122.36E
219550,1917-01-01,14.563999999999998,0.48,Taipei,Taiwan,24.92N,122.36E
219551,1917-02-01,15.066999999999998,0.487,Taipei,Taiwan,24.92N,122.36E
219552,1917-03-01,16.363,0.289,Taipei,Taiwan,24.92N,122.36E
219553,1917-04-01,19.726,0.35,Taipei,Taiwan,24.92N,122.36E
219554,1917-05-01,22.041,0.286,Taipei,Taiwan,24.92N,122.36E
219555,1917-06-01,26.499,0.36,Taipei,Taiwan,24.92N,122.36E
219556,1917-07-01,26.684,0.402,Taipei,Taiwan,24.92N,122.36E
219557,1917-08-01,27.595,0.337,Taipei,Taiwan,24.92N,122.36E
219558,1917-09-01,26.658,0.4370000000000001,Taipei,Taiwan,24.92N,122.36E
219559,1917-10-01,23.501,0.403,Taipei,Taiwan,24.92N,122.36E
219560,1917-11-01,19.964,0.505,Taipei,Taiwan,24.92N,122.36E
219561,1917-12-01,15.676000000000002,0.508,Taipei,Taiwan,24.92N,122.36E
219562,1918-01-01,13.231999999999998,0.493,Taipei,Taiwan,24.92N,122.36E
219563,1918-02-01,15.707,0.469,Taipei,Taiwan,24.92N,122.36E
219564,1918-03-01,17.029,0.449,Taipei,Taiwan,24.92N,122.36E
219565,1918-04-01,20.665,0.32,Taipei,Taiwan,24.92N,122.36E
219566,1918-05-01,22.78,0.266,Taipei,Taiwan,24.92N,122.36E
219567,1918-06-01,26.177,0.262,Taipei,Taiwan,24.92N,122.36E
219568,1918-07-01,27.28700000000001,0.234,Taipei,Taiwan,24.92N,122.36E
219569,1918-08-01,26.604000000000006,0.239,Taipei,Taiwan,24.92N,122.36E
219570,1918-09-01,25.542,0.479,Taipei,Taiwan,24.92N,122.36E
219571,1918-10-01,23.151,0.325,Taipei,Taiwan,24.92N,122.36E
219572,1918-11-01,21.301,0.269,Taipei,Taiwan,24.92N,122.36E
219573,1918-12-01,19.663,0.249,Taipei,Taiwan,24.92N,122.36E
219574,1919-01-01,16.633999999999997,0.6629999999999999,Taipei,Taiwan,24.92N,122.36E
219575,1919-02-01,15.793,0.3720000000000001,Taipei,Taiwan,24.92N,122.36E
219576,1919-03-01,19.464,0.503,Taipei,Taiwan,24.92N,122.36E
219577,1919-04-01,20.912,0.504,Taipei,Taiwan,24.92N,122.36E
219578,1919-05-01,23.112,0.29,Taipei,Taiwan,24.92N,122.36E
219579,1919-06-01,27.174,0.288,Taipei,Taiwan,24.92N,122.36E
219580,1919-07-01,27.923,0.324,Taipei,Taiwan,24.92N,122.36E
219581,1919-08-01,27.605,0.322,Taipei,Taiwan,24.92N,122.36E
219582,1919-09-01,25.069000000000003,0.161,Taipei,Taiwan,24.92N,122.36E
219583,1919-10-01,22.617,0.315,Taipei,Taiwan,24.92N,122.36E
219584,1919-11-01,20.326,0.228,Taipei,Taiwan,24.92N,122.36E
219585,1919-12-01,17.090999999999998,0.361,Taipei,Taiwan,24.92N,122.36E
219586,1920-01-01,15.659999999999998,0.253,Taipei,Taiwan,24.92N,122.36E
219587,1920-02-01,16.698,0.462,Taipei,Taiwan,24.92N,122.36E
219588,1920-03-01,18.046,0.246,Taipei,Taiwan,24.92N,122.36E
219589,1920-04-01,19.547,0.573,Taipei,Taiwan,24.92N,122.36E
219590,1920-05-01,22.573,0.502,Taipei,Taiwan,24.92N,122.36E
219591,1920-06-01,25.656,0.283,Taipei,Taiwan,24.92N,122.36E
219592,1920-07-01,27.257,0.259,Taipei,Taiwan,24.92N,122.36E
219593,1920-08-01,27.637,0.203,Taipei,Taiwan,24.92N,122.36E
219594,1920-09-01,26.577,0.307,Taipei,Taiwan,24.92N,122.36E
219595,1920-10-01,23.44,0.301,Taipei,Taiwan,24.92N,122.36E
219596,1920-11-01,21.908,0.465,Taipei,Taiwan,24.92N,122.36E
219597,1920-12-01,19.285,0.547,Taipei,Taiwan,24.92N,122.36E
219598,1921-01-01,17.197999999999997,0.384,Taipei,Taiwan,24.92N,122.36E
219599,1921-02-01,16.026999999999994,0.347,Taipei,Taiwan,24.92N,122.36E
219600,1921-03-01,17.819000000000003,0.231,Taipei,Taiwan,24.92N,122.36E
219601,1921-04-01,21.377,0.363,Taipei,Taiwan,24.92N,122.36E
219602,1921-05-01,23.249,0.415,Taipei,Taiwan,24.92N,122.36E
219603,1921-06-01,25.941,0.405,Taipei,Taiwan,24.92N,122.36E
219604,1921-07-01,27.339,0.3670000000000001,Taipei,Taiwan,24.92N,122.36E
219605,1921-08-01,27.683000000000003,0.274,Taipei,Taiwan,24.92N,122.36E
219606,1921-09-01,25.167,0.175,Taipei,Taiwan,24.92N,122.36E
219607,1921-10-01,22.367,0.195,Taipei,Taiwan,24.92N,122.36E
219608,1921-11-01,20.327,0.276,Taipei,Taiwan,24.92N,122.36E
219609,1921-12-01,18.357000000000006,0.355,Taipei,Taiwan,24.92N,122.36E
219610,1922-01-01,17.104999999999997,0.418,Taipei,Taiwan,24.92N,122.36E
219611,1922-02-01,17.701999999999995,0.375,Taipei,Taiwan,24.92N,122.36E
219612,1922-03-01,18.176,0.515,Taipei,Taiwan,24.92N,122.36E
219613,1922-04-01,20.594,0.389,Taipei,Taiwan,24.92N,122.36E
219614,1922-05-01,24.054,0.406,Taipei,Taiwan,24.92N,122.36E
219615,1922-06-01,25.994,0.328,Taipei,Taiwan,24.92N,122.36E
219616,1922-07-01,27.718000000000004,0.223,Taipei,Taiwan,24.92N,122.36E
219617,1922-08-01,27.282,0.324,Taipei,Taiwan,24.92N,122.36E
219618,1922-09-01,25.892,0.306,Taipei,Taiwan,24.92N,122.36E
219619,1922-10-01,23.22600000000001,0.325,Taipei,Taiwan,24.92N,122.36E
219620,1922-11-01,20.027,0.38,Taipei,Taiwan,24.92N,122.36E
219621,1922-12-01,17.548000000000002,0.163,Taipei,Taiwan,24.92N,122.36E
219622,1923-01-01,16.386999999999997,0.233,Taipei,Taiwan,24.92N,122.36E
219623,1923-02-01,15.575,0.368,Taipei,Taiwan,24.92N,122.36E
219624,1923-03-01,18.704,0.44,Taipei,Taiwan,24.92N,122.36E
219625,1923-04-01,20.712,0.29,Taipei,Taiwan,24.92N,122.36E
219626,1923-05-01,23.581,0.218,Taipei,Taiwan,24.92N,122.36E
219627,1923-06-01,25.443,0.262,Taipei,Taiwan,24.92N,122.36E
219628,1923-07-01,27.551,0.227,Taipei,Taiwan,24.92N,122.36E
219629,1923-08-01,27.232000000000006,0.3,Taipei,Taiwan,24.92N,122.36E
219630,1923-09-01,25.477,0.336,Taipei,Taiwan,24.92N,122.36E
219631,1923-10-01,22.909,0.248,Taipei,Taiwan,24.92N,122.36E
219632,1923-11-01,21.309,0.398,Taipei,Taiwan,24.92N,122.36E
219633,1923-12-01,18.052000000000003,0.468,Taipei,Taiwan,24.92N,122.36E
219634,1924-01-01,17.380999999999997,0.251,Taipei,Taiwan,24.92N,122.36E
219635,1924-02-01,16.381,0.273,Taipei,Taiwan,24.92N,122.36E
219636,1924-03-01,17.099999999999998,0.418,Taipei,Taiwan,24.92N,122.36E
219637,1924-04-01,20.848000000000003,0.37,Taipei,Taiwan,24.92N,122.36E
219638,1924-05-01,24.687,0.344,Taipei,Taiwan,24.92N,122.36E
219639,1924-06-01,25.167,0.417,Taipei,Taiwan,24.92N,122.36E
219640,1924-07-01,27.312,0.257,Taipei,Taiwan,24.92N,122.36E
219641,1924-08-01,26.957,0.513,Taipei,Taiwan,24.92N,122.36E
219642,1924-09-01,25.921,0.151,Taipei,Taiwan,24.92N,122.36E
219643,1924-10-01,24.076,0.193,Taipei,Taiwan,24.92N,122.36E
219644,1924-11-01,19.838,0.271,Taipei,Taiwan,24.92N,122.36E
219645,1924-12-01,17.155,0.243,Taipei,Taiwan,24.92N,122.36E
219646,1925-01-01,16.252999999999997,0.446,Taipei,Taiwan,24.92N,122.36E
219647,1925-02-01,15.05,0.451,Taipei,Taiwan,24.92N,122.36E
219648,1925-03-01,17.924,0.38,Taipei,Taiwan,24.92N,122.36E
219649,1925-04-01,18.177,0.264,Taipei,Taiwan,24.92N,122.36E
219650,1925-05-01,23.767,0.342,Taipei,Taiwan,24.92N,122.36E
219651,1925-06-01,26.248,0.444,Taipei,Taiwan,24.92N,122.36E
219652,1925-07-01,27.437,0.348,Taipei,Taiwan,24.92N,122.36E
219653,1925-08-01,27.623,0.212,Taipei,Taiwan,24.92N,122.36E
219654,1925-09-01,25.617,0.254,Taipei,Taiwan,24.92N,122.36E
219655,1925-10-01,22.434,0.281,Taipei,Taiwan,24.92N,122.36E
219656,1925-11-01,21.32,0.365,Taipei,Taiwan,24.92N,122.36E
219657,1925-12-01,16.977,0.316,Taipei,Taiwan,24.92N,122.36E
219658,1926-01-01,16.194000000000003,0.337,Taipei,Taiwan,24.92N,122.36E
219659,1926-02-01,16.660999999999998,0.287,Taipei,Taiwan,24.92N,122.36E
219660,1926-03-01,17.496,0.355,Taipei,Taiwan,24.92N,122.36E
219661,1926-04-01,19.211,0.465,Taipei,Taiwan,24.92N,122.36E
219662,1926-05-01,23.421,0.24,Taipei,Taiwan,24.92N,122.36E
219663,1926-06-01,24.49,0.296,Taipei,Taiwan,24.92N,122.36E
219664,1926-07-01,27.993,0.165,Taipei,Taiwan,24.92N,122.36E
219665,1926-08-01,27.839,0.399,Taipei,Taiwan,24.92N,122.36E
219666,1926-09-01,26.84,0.294,Taipei,Taiwan,24.92N,122.36E
219667,1926-10-01,22.9,0.417,Taipei,Taiwan,24.92N,122.36E
219668,1926-11-01,21.099,0.229,Taipei,Taiwan,24.92N,122.36E
219669,1926-12-01,17.427,0.363,Taipei,Taiwan,24.92N,122.36E
219670,1927-01-01,16.244,0.293,Taipei,Taiwan,24.92N,122.36E
219671,1927-02-01,15.85,0.33,Taipei,Taiwan,24.92N,122.36E
219672,1927-03-01,16.866,0.302,Taipei,Taiwan,24.92N,122.36E
219673,1927-04-01,19.394,0.197,Taipei,Taiwan,24.92N,122.36E
219674,1927-05-01,22.62,0.281,Taipei,Taiwan,24.92N,122.36E
